user_id,timestamp,group,landing_page,converted
844800,12:25:15 AM,control,old_page,0
702768,12:54:34 AM,control,old_page,1
855867,12:59:49 AM,treatment,new_page,0
804021,12:31:40 AM,treatment,new_page,0
810865,12:40:00 AM,control,old_page,0
908005,12:36:42 AM,control,old_page,0
852320,12:19:03 AM,treatment,new_page,0
763961,12:30:12 AM,treatment,new_page,0
908304,12:03:31 AM,treatment,new_page,0
728135,12:05:52 AM,treatment,new_page,0
762208,12:36:07 AM,treatment,new_page,0
787553,12:23:28 AM,control,old_page,0
844196,12:10:26 AM,control,old_page,0
681713,12:35:21 AM,treatment,old_page,0
934368,12:23:28 AM,treatment,new_page,0
674903,12:52:44 AM,treatment,new_page,0
921470,12:37:10 AM,treatment,new_page,0
866849,12:29:17 AM,treatment,new_page,0
674898,12:21:02 AM,control,old_page,1
808530,12:54:38 AM,control,old_page,0
686441,12:14:54 AM,control,old_page,1
826720,12:09:56 AM,treatment,new_page,0
779499,12:12:18 AM,treatment,new_page,0
644367,12:27:01 AM,control,old_page,0
699888,12:56:09 AM,control,old_page,0
883481,12:25:45 AM,treatment,new_page,0
877832,12:13:30 AM,control,old_page,0
696477,12:54:53 AM,control,old_page,0
871105,12:59:00 AM,treatment,new_page,0
925879,12:06:44 AM,treatment,new_page,1
873800,12:51:32 AM,treatment,new_page,0
944435,12:55:03 AM,control,old_page,0
640518,12:21:16 AM,control,old_page,0
728025,12:35:59 AM,treatment,new_page,0
657357,12:07:12 AM,control,old_page,0
873827,12:35:18 AM,treatment,new_page,0
793143,12:17:23 AM,treatment,new_page,0
732231,12:02:16 AM,control,old_page,0
730048,12:00:37 AM,control,old_page,0
870630,12:19:15 AM,treatment,new_page,1
929402,12:44:30 AM,treatment,new_page,0
695542,12:38:37 AM,control,old_page,0
785135,12:07:23 AM,control,old_page,0
936546,12:28:31 AM,treatment,new_page,0
752653,12:40:36 AM,treatment,new_page,0
698534,12:32:45 AM,treatment,new_page,0
884997,12:03:59 AM,treatment,new_page,1
829926,12:49:36 AM,control,old_page,0
804125,12:22:10 AM,treatment,new_page,0
668768,12:16:19 AM,treatment,new_page,1
859467,12:51:48 AM,treatment,new_page,1
676631,12:18:34 AM,treatment,new_page,0
867416,12:36:15 AM,treatment,new_page,0
662028,12:58:01 AM,treatment,new_page,0
648862,12:28:16 AM,control,old_page,0
921531,12:09:36 AM,control,old_page,0
942250,12:32:39 AM,treatment,new_page,0
681607,12:15:06 AM,treatment,new_page,0
907072,12:15:39 AM,control,old_page,0
657517,12:24:44 AM,treatment,new_page,0
726327,12:40:39 AM,treatment,new_page,0
638525,12:53:40 AM,control,old_page,0
900576,12:34:36 AM,treatment,new_page,0
885199,12:08:00 AM,treatment,new_page,0
668734,12:24:46 AM,control,old_page,0
889577,12:09:30 AM,treatment,new_page,0
905672,12:25:12 AM,treatment,new_page,0
636117,12:59:56 AM,control,old_page,0
747109,12:05:44 AM,control,old_page,0
930370,12:49:49 AM,control,old_page,0
750413,12:05:53 AM,treatment,new_page,0
769406,12:28:09 AM,control,old_page,1
777748,12:06:16 AM,control,old_page,0
937541,12:15:28 AM,treatment,new_page,0
864055,12:13:21 AM,control,old_page,0
912843,12:00:22 AM,treatment,new_page,0
665465,12:39:42 AM,treatment,new_page,1
833360,12:15:47 AM,control,new_page,0
821618,12:09:11 AM,control,old_page,0
728060,12:12:26 AM,control,old_page,0
741448,12:34:32 AM,treatment,new_page,0
759526,12:39:56 AM,treatment,new_page,0
806010,12:50:02 AM,control,old_page,0
832216,12:07:51 AM,control,old_page,1
737323,12:47:57 AM,control,old_page,0
793209,12:39:36 AM,control,old_page,0
649289,12:09:34 AM,control,old_page,1
701694,12:12:39 AM,control,old_page,0
684092,12:37:47 AM,treatment,new_page,0
847401,12:35:10 AM,control,old_page,0
944747,12:32:23 AM,control,old_page,0
944813,12:08:13 AM,treatment,new_page,0
651003,12:02:14 AM,treatment,new_page,0
644621,12:40:05 AM,control,old_page,0
834017,12:57:36 AM,control,old_page,0
696300,12:20:09 AM,control,old_page,0
714509,12:01:51 AM,control,old_page,0
710818,12:56:24 AM,treatment,new_page,0
813151,12:00:40 AM,treatment,new_page,0
812541,12:05:03 AM,treatment,new_page,0
780527,12:18:33 AM,treatment,new_page,0
748320,12:02:10 AM,treatment,new_page,0
826859,12:29:50 AM,control,old_page,0
700893,12:39:37 AM,control,old_page,0
691967,12:03:32 AM,control,old_page,0
921002,12:42:53 AM,treatment,new_page,0
926481,12:41:41 AM,treatment,new_page,0
763522,12:07:40 AM,control,old_page,0
903620,12:16:23 AM,control,old_page,0
867735,12:17:09 AM,control,old_page,1
695370,12:33:45 AM,control,old_page,0
726189,12:53:25 AM,treatment,new_page,0
807090,12:53:59 AM,treatment,new_page,0
820845,12:55:25 AM,treatment,new_page,0
732352,12:12:46 AM,treatment,new_page,0
857952,12:50:32 AM,treatment,new_page,0
918293,12:21:09 AM,control,old_page,1
863446,12:32:43 AM,treatment,new_page,0
832317,12:31:03 AM,treatment,new_page,0
939254,12:44:18 AM,treatment,new_page,0
742428,12:53:38 AM,control,old_page,0
644476,12:28:54 AM,control,old_page,0
805670,12:48:54 AM,treatment,new_page,1
708008,12:34:25 AM,treatment,new_page,0
771695,12:42:17 AM,treatment,new_page,1
771563,12:51:28 AM,control,old_page,0
846194,12:01:06 AM,control,old_page,1
705874,12:47:57 AM,treatment,new_page,0
759564,12:44:07 AM,treatment,new_page,0
712740,12:44:56 AM,treatment,new_page,1
836210,12:22:25 AM,control,old_page,0
697369,12:04:46 AM,control,old_page,1
667089,12:27:30 AM,treatment,new_page,0
911431,12:06:10 AM,treatment,new_page,1
873164,12:02:37 AM,treatment,new_page,0
730058,12:28:57 AM,control,old_page,0
940053,12:13:27 AM,treatment,new_page,0
697735,12:15:41 AM,treatment,new_page,0
740959,12:03:06 AM,control,old_page,0
826842,12:09:00 AM,control,old_page,0
725869,12:32:29 AM,control,old_page,0
777908,12:37:58 AM,treatment,new_page,0
926187,12:59:45 AM,treatment,new_page,1
890460,12:54:47 AM,control,old_page,0
825916,12:02:22 AM,control,new_page,0
762076,12:45:43 AM,control,old_page,0
815693,12:23:03 AM,control,old_page,0
917118,12:12:07 AM,control,old_page,0
813116,12:33:51 AM,treatment,new_page,0
702884,12:57:03 AM,control,old_page,0
789902,12:10:27 AM,treatment,new_page,0
739426,12:42:24 AM,treatment,new_page,1
900101,12:38:25 AM,control,old_page,1
808766,12:00:59 AM,control,old_page,0
742906,12:02:14 AM,treatment,new_page,0
782501,12:31:53 AM,treatment,new_page,0
873871,12:00:28 AM,control,old_page,0
660694,12:58:26 AM,control,old_page,0
733869,12:42:15 AM,control,old_page,0
778692,12:53:28 AM,treatment,new_page,0
919896,12:45:45 AM,control,old_page,0
871103,12:16:57 AM,control,old_page,0
943181,12:52:26 AM,treatment,new_page,0
933280,12:58:17 AM,control,old_page,0
661041,12:46:07 AM,treatment,new_page,0
784855,12:51:57 AM,control,old_page,0
684094,12:55:19 AM,treatment,new_page,0
819273,12:31:35 AM,treatment,new_page,0
712170,12:54:21 AM,treatment,new_page,0
655877,12:45:45 AM,control,old_page,0
676000,12:47:27 AM,treatment,new_page,0
682653,12:03:58 AM,control,old_page,0
919572,12:32:24 AM,treatment,new_page,0
909403,12:42:25 AM,treatment,new_page,0
705182,12:04:32 AM,control,old_page,0
851618,12:12:24 AM,treatment,new_page,0
715655,12:34:56 AM,treatment,new_page,0
744497,12:36:41 AM,control,old_page,0
890581,12:26:20 AM,control,new_page,0
678640,12:22:06 AM,control,old_page,0
764164,12:02:58 AM,control,old_page,0
875242,12:09:50 AM,treatment,new_page,0
866757,12:38:07 AM,treatment,new_page,0
710246,12:22:18 AM,control,old_page,0
737681,12:10:38 AM,treatment,new_page,0
650580,12:01:11 AM,control,old_page,1
797722,12:27:57 AM,treatment,old_page,0
825787,12:53:27 AM,treatment,new_page,0
733667,12:29:18 AM,treatment,new_page,0
913223,12:57:53 AM,treatment,new_page,0
744564,12:20:58 AM,treatment,new_page,0
753008,12:44:54 AM,control,old_page,0
744449,12:41:43 AM,treatment,new_page,1
807023,12:45:49 AM,control,old_page,0
821289,12:54:43 AM,treatment,new_page,1
647921,12:46:07 AM,control,old_page,0
899508,12:25:16 AM,treatment,new_page,0
689758,12:50:46 AM,treatment,new_page,0
871109,12:12:11 AM,control,old_page,1
845048,12:17:07 AM,control,old_page,0
943244,12:29:00 AM,treatment,new_page,0
861174,12:40:08 AM,control,old_page,0
820206,12:14:47 AM,treatment,new_page,0
649781,12:33:53 AM,treatment,new_page,0
631724,12:55:21 AM,control,old_page,1
835978,12:40:33 AM,control,old_page,0
876667,12:52:18 AM,treatment,new_page,0
715415,12:45:31 AM,treatment,new_page,0
848994,12:58:26 AM,control,old_page,0
674299,12:09:02 AM,control,old_page,0
778812,12:20:15 AM,treatment,new_page,0
660027,12:44:29 AM,treatment,new_page,0
938504,12:01:08 AM,control,old_page,0
759216,12:00:25 AM,treatment,new_page,0
785717,12:07:09 AM,control,old_page,0
920216,12:08:41 AM,control,old_page,0
796188,12:33:17 AM,treatment,new_page,0
920156,12:29:44 AM,treatment,new_page,1
887671,12:41:28 AM,treatment,new_page,1
725491,12:07:42 AM,treatment,new_page,0
715020,12:08:35 AM,treatment,new_page,0
793742,12:17:19 AM,control,old_page,0
637900,12:13:05 AM,control,old_page,0
653623,12:11:19 AM,control,old_page,1
937004,12:42:46 AM,control,old_page,0
692194,12:59:45 AM,control,old_page,0
649898,12:21:54 AM,treatment,new_page,0
842434,12:47:04 AM,treatment,new_page,0
812910,12:43:27 AM,treatment,new_page,0
697569,12:10:20 AM,control,old_page,0
911966,12:54:02 AM,control,old_page,0
782489,12:51:53 AM,treatment,new_page,1
632177,12:00:47 AM,control,old_page,0
729622,12:40:04 AM,treatment,new_page,0
740685,12:59:18 AM,treatment,new_page,0
746953,12:39:51 AM,control,old_page,0
710169,12:04:18 AM,treatment,new_page,0
935811,12:50:37 AM,treatment,new_page,0
830748,12:24:56 AM,control,old_page,0
894958,12:31:19 AM,control,old_page,0
818418,12:09:04 AM,control,old_page,0
788346,12:26:14 AM,control,old_page,0
864073,12:06:20 AM,treatment,new_page,1
810851,12:46:22 AM,treatment,new_page,0
843052,12:39:30 AM,treatment,new_page,0
736685,12:31:58 AM,treatment,new_page,0
815966,12:37:34 AM,treatment,new_page,0
941749,12:10:03 AM,treatment,new_page,1
917633,12:31:50 AM,control,old_page,0
773870,12:07:51 AM,treatment,new_page,0
699066,12:27:51 AM,treatment,new_page,0
856083,12:49:42 AM,control,old_page,1
677451,12:09:06 AM,control,old_page,0
713383,12:55:41 AM,treatment,new_page,0
737404,12:02:15 AM,treatment,new_page,0
887568,12:05:31 AM,treatment,new_page,0
691123,12:52:40 AM,treatment,new_page,0
803131,12:28:39 AM,treatment,new_page,0
782081,12:22:57 AM,treatment,new_page,0
769226,12:51:34 AM,control,old_page,0
842398,12:46:49 AM,treatment,new_page,1
693645,12:53:39 AM,control,old_page,0
699896,12:43:48 AM,control,old_page,0
884102,12:21:51 AM,treatment,new_page,0
748212,12:26:03 AM,control,old_page,0
740856,12:23:56 AM,treatment,new_page,0
765390,12:54:20 AM,control,old_page,1
744276,12:11:14 AM,treatment,new_page,0
893736,12:49:55 AM,treatment,new_page,1
659865,12:55:55 AM,treatment,new_page,0
870510,12:18:44 AM,treatment,new_page,0
859970,12:00:18 AM,treatment,new_page,0
941331,12:46:16 AM,treatment,new_page,0
909478,12:10:20 AM,control,old_page,0
823785,12:09:02 AM,control,old_page,0
878573,12:54:27 AM,treatment,new_page,0
732677,12:41:31 AM,control,old_page,0
883105,12:12:28 AM,treatment,new_page,0
830238,12:09:41 AM,control,old_page,1
650582,12:11:21 AM,treatment,new_page,0
655073,12:07:34 AM,treatment,new_page,0
749858,12:41:45 AM,treatment,new_page,0
646515,12:44:00 AM,control,old_page,0
692398,12:35:43 AM,treatment,new_page,0
704424,12:45:36 AM,treatment,new_page,0
930188,12:02:08 AM,treatment,new_page,0
811827,12:26:41 AM,control,old_page,0
831137,12:29:23 AM,treatment,new_page,0
682565,12:10:27 AM,control,old_page,0
700472,12:40:10 AM,treatment,new_page,0
775494,12:38:46 AM,control,old_page,0
847077,12:28:14 AM,treatment,new_page,0
715487,12:48:38 AM,treatment,new_page,0
864496,12:21:12 AM,treatment,new_page,0
797338,12:53:59 AM,control,old_page,0
769339,12:57:15 AM,treatment,new_page,0
923478,12:36:32 AM,treatment,new_page,0
892303,12:51:19 AM,control,old_page,0
786867,12:29:55 AM,treatment,new_page,0
846842,12:55:44 AM,treatment,new_page,0
666899,12:59:34 AM,treatment,new_page,0
892502,12:50:56 AM,control,old_page,0
751652,12:06:38 AM,control,old_page,0
653600,12:32:50 AM,control,old_page,0
888989,12:51:36 AM,treatment,new_page,0
852300,12:15:35 AM,treatment,new_page,0
670584,12:39:48 AM,treatment,new_page,0
732785,12:56:56 AM,treatment,new_page,0
640185,12:45:13 AM,control,old_page,0
631884,12:34:59 AM,control,old_page,0
756464,12:41:44 AM,treatment,new_page,0
651408,12:25:00 AM,control,old_page,0
860568,12:24:20 AM,treatment,new_page,0
940160,12:53:18 AM,control,old_page,0
932867,12:40:45 AM,treatment,new_page,0
788702,12:39:22 AM,treatment,new_page,0
929650,12:21:49 AM,control,old_page,0
836404,12:09:09 AM,treatment,new_page,0
858438,12:42:50 AM,treatment,new_page,0
735537,12:40:26 AM,control,old_page,0
763869,12:05:25 AM,treatment,new_page,0
728009,12:17:57 AM,treatment,new_page,0
637696,12:21:05 AM,control,old_page,1
855647,12:03:44 AM,treatment,new_page,0
636175,12:16:16 AM,treatment,new_page,0
807431,12:45:51 AM,treatment,new_page,0
885503,12:40:45 AM,control,old_page,0
864887,12:45:57 AM,control,old_page,0
775925,12:15:17 AM,treatment,new_page,0
861861,12:30:47 AM,control,old_page,0
786283,12:53:07 AM,control,new_page,0
944735,12:22:27 AM,treatment,new_page,0
862632,12:04:12 AM,treatment,new_page,0
709998,12:00:40 AM,treatment,new_page,0
788515,12:37:03 AM,control,old_page,0
778535,12:06:14 AM,control,old_page,0
823824,12:48:20 AM,control,old_page,0
940030,12:20:52 AM,treatment,new_page,1
843260,12:12:53 AM,treatment,new_page,0
666224,12:32:15 AM,treatment,new_page,1
691826,12:51:07 AM,control,old_page,0
772111,12:07:03 AM,treatment,new_page,1
850139,12:17:56 AM,treatment,new_page,0
775835,12:51:12 AM,treatment,new_page,0
798364,12:00:03 AM,treatment,new_page,0
921178,12:18:06 AM,control,old_page,0
656205,12:07:11 AM,treatment,new_page,0
901406,12:14:24 AM,treatment,new_page,0
868554,12:02:59 AM,treatment,new_page,0
806530,12:13:45 AM,control,old_page,0
729390,12:32:16 AM,control,old_page,0
851228,12:14:15 AM,control,old_page,1
680913,12:31:55 AM,control,old_page,0
745644,12:53:53 AM,treatment,new_page,0
728643,12:37:35 AM,control,old_page,0
730482,12:34:44 AM,control,old_page,0
680105,12:38:11 AM,treatment,new_page,0
907350,12:33:50 AM,treatment,new_page,0
797766,12:37:34 AM,control,old_page,0
920883,12:38:10 AM,control,old_page,0
772805,12:28:08 AM,control,old_page,0
723300,12:21:18 AM,control,old_page,1
883237,12:08:01 AM,treatment,new_page,0
920081,12:14:20 AM,treatment,old_page,0
673893,12:48:17 AM,control,old_page,0
639128,12:54:40 AM,control,old_page,0
750695,12:03:19 AM,control,old_page,0
670949,12:14:46 AM,treatment,new_page,0
652371,12:59:13 AM,treatment,new_page,0
632622,12:00:13 AM,treatment,new_page,0
714443,12:55:30 AM,treatment,new_page,0
755196,12:18:56 AM,control,old_page,0
810623,12:26:36 AM,control,old_page,1
823795,12:05:46 AM,control,old_page,0
817552,12:18:44 AM,control,old_page,0
859288,12:14:43 AM,control,old_page,0
681834,12:54:31 AM,treatment,new_page,0
702663,12:22:31 AM,control,old_page,0
892344,12:41:10 AM,control,old_page,0
938777,12:21:45 AM,treatment,new_page,0
736929,12:27:30 AM,treatment,new_page,0
645558,12:47:40 AM,control,old_page,1
700648,12:04:19 AM,control,old_page,0
767866,12:46:54 AM,treatment,new_page,1
753550,12:37:57 AM,control,new_page,0
694323,12:33:39 AM,treatment,new_page,0
714193,12:00:23 AM,treatment,new_page,0
827288,12:38:30 AM,treatment,new_page,0
650815,12:01:58 AM,treatment,new_page,0
818974,12:36:37 AM,treatment,new_page,0
931424,12:11:08 AM,treatment,new_page,0
784827,12:11:55 AM,treatment,new_page,0
844467,12:14:31 AM,treatment,new_page,0
884729,12:33:15 AM,treatment,new_page,0
857760,12:44:13 AM,treatment,new_page,0
836903,12:21:44 AM,treatment,new_page,0
787714,12:34:14 AM,control,old_page,1
899185,12:08:30 AM,control,old_page,0
671762,12:54:56 AM,treatment,new_page,0
697849,12:33:05 AM,treatment,new_page,0
754253,12:42:43 AM,treatment,new_page,0
917591,12:41:03 AM,control,old_page,0
900245,12:56:18 AM,control,old_page,0
791323,12:49:21 AM,control,old_page,0
796072,12:56:49 AM,control,old_page,0
699887,12:41:33 AM,treatment,new_page,0
813457,12:10:56 AM,treatment,new_page,0
856687,12:33:28 AM,treatment,new_page,0
808449,12:28:22 AM,treatment,new_page,0
782066,12:48:37 AM,treatment,new_page,0
915789,12:53:17 AM,treatment,new_page,1
890238,12:22:54 AM,control,old_page,0
857372,12:23:42 AM,treatment,new_page,0
766815,12:28:32 AM,control,old_page,0
808337,12:18:17 AM,treatment,new_page,1
852345,12:00:16 AM,control,old_page,0
892183,12:43:23 AM,treatment,new_page,0
713080,12:08:30 AM,treatment,new_page,0
738878,12:45:04 AM,treatment,new_page,1
801799,12:38:25 AM,control,old_page,0
717965,12:38:04 AM,control,old_page,0
666600,12:09:46 AM,control,old_page,1
817783,12:28:40 AM,treatment,new_page,0
899016,12:02:54 AM,control,old_page,0
931476,12:47:28 AM,treatment,new_page,0
792112,12:01:59 AM,control,old_page,1
721407,12:10:43 AM,treatment,new_page,0
641640,12:03:21 AM,control,old_page,0
903694,12:26:06 AM,control,old_page,1
633287,12:50:13 AM,treatment,new_page,0
720698,12:49:01 AM,treatment,new_page,0
783553,12:42:19 AM,treatment,new_page,0
742214,12:21:36 AM,treatment,new_page,0
655660,12:52:33 AM,control,old_page,0
662582,12:39:08 AM,treatment,new_page,0
754594,12:56:08 AM,control,old_page,0
941949,12:23:13 AM,control,old_page,0
914300,12:42:20 AM,treatment,new_page,0
782533,12:24:44 AM,treatment,new_page,0
878661,12:50:56 AM,control,new_page,0
849821,12:43:30 AM,control,old_page,0
663099,12:04:54 AM,treatment,new_page,0
766539,12:13:00 AM,treatment,new_page,0
808219,12:16:40 AM,control,old_page,0
874777,12:00:13 AM,treatment,new_page,0
920269,12:26:27 AM,control,old_page,0
923248,12:20:28 AM,control,old_page,1
914007,12:22:36 AM,control,old_page,0
683085,12:18:38 AM,treatment,new_page,0
776353,12:17:17 AM,control,old_page,0
641893,12:37:12 AM,control,old_page,0
800003,12:43:18 AM,treatment,new_page,0
755374,12:27:53 AM,treatment,new_page,0
712291,12:34:36 AM,control,old_page,0
728271,12:54:48 AM,treatment,new_page,0
809586,12:25:21 AM,control,old_page,0
688342,12:15:53 AM,control,old_page,0
649986,12:55:50 AM,treatment,new_page,0
868058,12:48:09 AM,treatment,new_page,0
844281,12:09:37 AM,control,old_page,0
836433,12:38:22 AM,treatment,new_page,0
655443,12:45:33 AM,control,old_page,0
879421,12:48:01 AM,control,old_page,0
941850,12:28:19 AM,treatment,new_page,0
761877,12:15:41 AM,treatment,new_page,1
925333,12:12:25 AM,treatment,new_page,0
869944,12:20:46 AM,treatment,new_page,0
846097,12:49:13 AM,control,old_page,1
926550,12:02:42 AM,control,old_page,0
941348,12:01:44 AM,treatment,new_page,0
855638,12:12:17 AM,treatment,new_page,0
807949,12:21:43 AM,treatment,new_page,0
939711,12:58:03 AM,treatment,new_page,0
855213,12:02:13 AM,treatment,new_page,1
940094,12:51:26 AM,treatment,new_page,0
931972,12:43:44 AM,treatment,new_page,0
799588,12:14:02 AM,control,old_page,0
697482,12:11:51 AM,control,old_page,0
821655,12:26:42 AM,treatment,new_page,0
943284,12:55:29 AM,control,old_page,0
923912,12:45:31 AM,treatment,new_page,0
845895,12:49:52 AM,treatment,new_page,0
921066,12:35:44 AM,treatment,new_page,0
726996,12:53:06 AM,control,old_page,0
881628,12:11:11 AM,treatment,new_page,0
942140,12:44:55 AM,control,old_page,0
726425,12:45:38 AM,control,old_page,0
814700,12:15:54 AM,control,old_page,0
741436,12:26:49 AM,treatment,new_page,0
850414,12:07:11 AM,treatment,new_page,0
757867,12:07:10 AM,treatment,new_page,0
731998,12:36:15 AM,treatment,new_page,0
765882,12:46:13 AM,treatment,new_page,0
746654,12:34:54 AM,control,old_page,0
789240,12:52:31 AM,control,old_page,0
923739,12:13:34 AM,treatment,new_page,0
835631,12:02:02 AM,treatment,new_page,0
764275,12:57:00 AM,control,old_page,0
746599,12:58:25 AM,treatment,new_page,0
735149,12:08:41 AM,treatment,new_page,0
730141,12:23:44 AM,treatment,new_page,1
710877,12:09:23 AM,control,old_page,0
865308,12:43:48 AM,treatment,new_page,0
884154,12:27:41 AM,control,old_page,0
657828,12:40:51 AM,control,old_page,0
880187,12:13:41 AM,control,old_page,0
755625,12:37:03 AM,control,old_page,0
657378,12:21:37 AM,control,old_page,0
689928,12:01:06 AM,treatment,new_page,0
841969,12:10:18 AM,control,old_page,0
932272,12:25:40 AM,control,old_page,0
759944,12:09:05 AM,control,old_page,0
749512,12:48:26 AM,control,old_page,0
791485,12:25:49 AM,treatment,new_page,0
867801,12:35:19 AM,control,old_page,0
720861,12:02:42 AM,control,old_page,0
845463,12:55:32 AM,treatment,new_page,0
816168,12:04:59 AM,treatment,new_page,0
784143,12:37:06 AM,treatment,new_page,0
703979,12:50:41 AM,control,old_page,0
635582,12:56:09 AM,control,old_page,0
845563,12:36:00 AM,treatment,new_page,0
941128,12:44:49 AM,treatment,new_page,0
801140,12:01:59 AM,control,old_page,0
766828,12:59:29 AM,control,old_page,0
732624,12:43:33 AM,treatment,new_page,0
850516,12:21:56 AM,treatment,new_page,0
845789,12:12:57 AM,control,old_page,0
749435,12:40:44 AM,control,old_page,1
738237,12:52:41 AM,treatment,new_page,0
670253,12:45:59 AM,treatment,new_page,0
660143,12:53:09 AM,control,old_page,1
890609,12:48:58 AM,treatment,new_page,0
710740,12:19:37 AM,control,old_page,1
789498,12:16:57 AM,control,old_page,0
848632,12:26:00 AM,treatment,new_page,0
792689,12:30:38 AM,control,old_page,1
660873,12:58:13 AM,control,old_page,0
726133,12:25:28 AM,treatment,new_page,0
876219,12:47:38 AM,treatment,new_page,0
907376,12:20:13 AM,treatment,new_page,0
936446,12:49:07 AM,treatment,new_page,0
725576,12:40:55 AM,treatment,new_page,0
714996,12:21:06 AM,treatment,new_page,0
765602,12:50:45 AM,control,old_page,0
662681,12:54:24 AM,control,old_page,0
925126,12:44:00 AM,control,old_page,0
912711,12:18:42 AM,control,old_page,0
834364,12:40:03 AM,treatment,new_page,0
905425,12:36:16 AM,control,old_page,0
759187,12:53:48 AM,control,old_page,0
824304,12:17:47 AM,control,old_page,0
700340,12:14:37 AM,control,old_page,1
858316,12:18:05 AM,control,new_page,0
639659,12:14:42 AM,treatment,new_page,0
655798,12:41:24 AM,treatment,new_page,0
873718,12:31:15 AM,treatment,new_page,0
821852,12:34:56 AM,control,old_page,1
824782,12:31:38 AM,control,old_page,0
860952,12:05:14 AM,control,old_page,0
873857,12:11:49 AM,treatment,new_page,0
903362,12:34:07 AM,treatment,new_page,0
831669,12:30:33 AM,control,old_page,0
679752,12:22:50 AM,treatment,new_page,1
724931,12:01:54 AM,control,old_page,0
713221,12:34:48 AM,treatment,new_page,0
833494,12:51:59 AM,treatment,new_page,0
749839,12:00:59 AM,treatment,new_page,0
719481,12:43:24 AM,treatment,new_page,0
666010,12:20:09 AM,control,old_page,0
820115,12:54:20 AM,treatment,new_page,0
676742,12:41:01 AM,control,old_page,0
928298,12:05:09 AM,treatment,new_page,0
876582,12:21:08 AM,treatment,new_page,0
897437,12:39:04 AM,treatment,new_page,1
756383,12:25:02 AM,treatment,new_page,1
710772,12:51:45 AM,control,old_page,0
766985,12:51:57 AM,treatment,new_page,1
844804,12:05:50 AM,control,old_page,0
692440,12:46:02 AM,control,old_page,0
937953,12:24:05 AM,treatment,new_page,1
912094,12:05:22 AM,treatment,new_page,0
835164,12:12:15 AM,treatment,new_page,0
778436,12:42:17 AM,treatment,new_page,0
650040,12:20:02 AM,control,old_page,0
635442,12:06:58 AM,treatment,new_page,0
726243,12:21:52 AM,treatment,new_page,0
867425,12:58:38 AM,treatment,new_page,0
670524,12:58:26 AM,treatment,new_page,0
791368,12:28:56 AM,control,old_page,0
643064,12:51:47 AM,control,old_page,0
698384,12:17:18 AM,treatment,new_page,0
751710,12:02:15 AM,control,old_page,0
679536,12:45:08 AM,treatment,new_page,0
706340,12:01:37 AM,control,old_page,1
839820,12:14:18 AM,control,old_page,0
654664,12:46:09 AM,control,old_page,0
818004,12:07:19 AM,control,old_page,0
702530,12:20:17 AM,treatment,new_page,0
681318,12:46:27 AM,treatment,new_page,0
887661,12:43:23 AM,control,old_page,0
841453,12:41:25 AM,treatment,new_page,0
776720,12:37:49 AM,treatment,new_page,0
668261,12:34:24 AM,control,old_page,0
753621,12:55:20 AM,control,old_page,0
692037,12:18:16 AM,treatment,new_page,0
880631,12:04:59 AM,treatment,new_page,0
